"chave","Cidade","UF","lat","lon","Mes","Predito","Limite.Inferior","Limite.Superior","codigo","nome_mes"
"QUIXERAMOBIM - CE","QUIXERAMOBIM "," CE",-5.17305554,-39.28722221,8,14.3,12.56,16.59,"2311405","Ago"
"QUIXERAMOBIM - CE","QUIXERAMOBIM "," CE",-5.17305554,-39.28722221,7,23.01,20.56,26.26,"2311405","Jul"
"QUIXERAMOBIM - CE","QUIXERAMOBIM "," CE",-5.17305554,-39.28722221,6,36.77,34,40.15,"2311405","Jun"
"QUIXERAMOBIM - CE","QUIXERAMOBIM "," CE",-5.17305554,-39.28722221,5,51.32,48.68,54.29,"2311405","Mai"
"QUIXERAMOBIM - CE","QUIXERAMOBIM "," CE",-5.17305554,-39.28722221,4,62.12,59.23,65.64,"2311405","Abr"
"QUIXERAMOBIM - CE","QUIXERAMOBIM "," CE",-5.17305554,-39.28722221,3,65.78,63.16,69.82,"2311405","Mar"
"QUIXERAMOBIM - CE","QUIXERAMOBIM "," CE",-5.17305554,-39.28722221,2,60.39,58.38,64.73,"2311405","Fev"
"QUIXERAMOBIM - CE","QUIXERAMOBIM "," CE",-5.17305554,-39.28722221,1,48.16,46.8,51.55,"2311405","Jan"
"REMANSO - BA","REMANSO "," BA",-9.62583332,-42.07722221,12,68.11,64.68,71.57,"2926004","Dez"
"REMANSO - BA","REMANSO "," BA",-9.62583332,-42.07722221,11,55.91,53.48,58.93,"2926004","Nov"
"REMANSO - BA","REMANSO "," BA",-9.62583332,-42.07722221,10,40.82,39.32,43.07,"2926004","Out"
"REMANSO - BA","REMANSO "," BA",-9.62583332,-42.07722221,9,28.36,27.51,30.72,"2926004","Set"
"REMANSO - BA","REMANSO "," BA",-9.62583332,-42.07722221,8,19.39,18.58,21.32,"2926004","Ago"
"REMANSO - BA","REMANSO "," BA",-9.62583332,-42.07722221,7,14.08,12.71,15.5,"2926004","Jul"
"REMANSO - BA","REMANSO "," BA",-9.62583332,-42.07722221,6,14.56,12.81,15.69,"2926004","Jun"
"REMANSO - BA","REMANSO "," BA",-9.62583332,-42.07722221,5,22.62,20.88,23.98,"2926004","Mai"
"REMANSO - BA","REMANSO "," BA",-9.62583332,-42.07722221,4,36.68,34.61,38.81,"2926004","Abr"
"REMANSO - BA","REMANSO "," BA",-9.62583332,-42.07722221,3,52.98,50.36,55.9,"2926004","Mar"
"REMANSO - BA","REMANSO "," BA",-9.62583332,-42.07722221,2,66.09,62.98,69.84,"2926004","Fev"
"REMANSO - BA","REMANSO "," BA",-9.62583332,-42.07722221,1,71.95,68.36,75.63,"2926004","Jan"
"SALVADOR - BA","SALVADOR "," BA",-13.00583333,-38.50583333,12,70.73,62.39,79.37,"2927408","Dez"
"SALVADOR - BA","SALVADOR "," BA",-13.00583333,-38.50583333,11,62.51,55.8,70.98,"2927408","Nov"
"SALVADOR - BA","SALVADOR "," BA",-13.00583333,-38.50583333,10,57.58,51.22,66.72,"2927408","Out"
"SALVADOR - BA","SALVADOR "," BA",-13.00583333,-38.50583333,9,58.34,51.44,68.82,"2927408","Set"
"SALVADOR - BA","SALVADOR "," BA",-13.00583333,-38.50583333,8,65.87,57.93,75.78,"2927408","Ago"
"SALVADOR - BA","SALVADOR "," BA",-13.00583333,-38.50583333,7,78.37,69.39,86.02,"2927408","Jul"
"SALVADOR - BA","SALVADOR "," BA",-13.00583333,-38.50583333,6,91.95,83.66,98.98,"2927408","Jun"
"SALVADOR - BA","SALVADOR "," BA",-13.00583333,-38.50583333,5,102.38,94.62,109.1,"2927408","Mai"
"SALVADOR - BA","SALVADOR "," BA",-13.00583333,-38.50583333,4,106.11,98.72,111.92,"2927408","Abr"
"SALVADOR - BA","SALVADOR "," BA",-13.00583333,-38.50583333,3,101.67,94.17,108.93,"2927408","Mar"
"SALVADOR - BA","SALVADOR "," BA",-13.00583333,-38.50583333,2,91.76,83.24,100.07,"2927408","Fev"
"SALVADOR - BA","SALVADOR "," BA",-13.00583333,-38.50583333,1,80.57,71.46,89.62,"2927408","Jan"
"SANTA RITA DE CASSIA - BA","SANTA RITA DE CASSIA "," BA",-11.00277777,-44.52499999,12,88.74,85.7,94.93,"2928406","Dez"
"SANTA RITA DE CASSIA - BA","SANTA RITA DE CASSIA "," BA",-11.00277777,-44.52499999,11,76.11,72.95,81.39,"2928406","Nov"
"SANTA RITA DE CASSIA - BA","SANTA RITA DE CASSIA "," BA",-11.00277777,-44.52499999,10,56.92,54.39,60.39,"2928406","Out"
"SANTA RITA DE CASSIA - BA","SANTA RITA DE CASSIA "," BA",-11.00277777,-44.52499999,9,39.13,37.22,41.5,"2928406","Set"
"SANTA RITA DE CASSIA - BA","SANTA RITA DE CASSIA "," BA",-11.00277777,-44.52499999,8,26.29,24.52,28.24,"2928406","Ago"
"SANTA RITA DE CASSIA - BA","SANTA RITA DE CASSIA "," BA",-11.00277777,-44.52499999,7,18.13,16.58,19.75,"2928406","Jul"
"SANTA RITA DE CASSIA - BA","SANTA RITA DE CASSIA "," BA",-11.00277777,-44.52499999,6,17.17,15.48,19.11,"2928406","Jun"
"SANTA RITA DE CASSIA - BA","SANTA RITA DE CASSIA "," BA",-11.00277777,-44.52499999,5,25.54,22.89,27.45,"2928406","Mai"
"SANTA RITA DE CASSIA - BA","SANTA RITA DE CASSIA "," BA",-11.00277777,-44.52499999,4,42.16,38.51,45.18,"2928406","Abr"
"SANTA RITA DE CASSIA - BA","SANTA RITA DE CASSIA "," BA",-11.00277777,-44.52499999,3,62.46,58.3,66.25,"2928406","Mar"
"SANTA RITA DE CASSIA - BA","SANTA RITA DE CASSIA "," BA",-11.00277777,-44.52499999,2,80.26,76.35,85.43,"2928406","Fev"
"SANTA RITA DE CASSIA - BA","SANTA RITA DE CASSIA "," BA",-11.00277777,-44.52499999,1,90.15,86.75,96.43,"2928406","Jan"
"SAO JOAO DO PIAUI - PI","SAO JOAO DO PIAUI "," PI",-8.365,-42.25027777,12,51.96,49.51,55.63,"2210003","Dez"
"SAO JOAO DO PIAUI - PI","SAO JOAO DO PIAUI "," PI",-8.365,-42.25027777,11,36.44,33.96,38.7,"2210003","Nov"
"SAO JOAO DO PIAUI - PI","SAO JOAO DO PIAUI "," PI",-8.365,-42.25027777,10,22.79,21.12,24.7,"2210003","Out"
"SAO JOAO DO PIAUI - PI","SAO JOAO DO PIAUI "," PI",-8.365,-42.25027777,9,15.2,14.28,16.9,"2210003","Set"
"SAO JOAO DO PIAUI - PI","SAO JOAO DO PIAUI "," PI",-8.365,-42.25027777,8,15.18,14.42,16.61,"2210003","Ago"
"SAO JOAO DO PIAUI - PI","SAO JOAO DO PIAUI "," PI",-8.365,-42.25027777,7,21.18,19.68,23.3,"2210003","Jul"
"SAO JOAO DO PIAUI - PI","SAO JOAO DO PIAUI "," PI",-8.365,-42.25027777,6,31.6,29.38,33.4,"2210003","Jun"
"SAO JOAO DO PIAUI - PI","SAO JOAO DO PIAUI "," PI",-8.365,-42.25027777,5,45.2,42.77,46.97,"2210003","Mai"
"SAO JOAO DO PIAUI - PI","SAO JOAO DO PIAUI "," PI",-8.365,-42.25027777,4,60.21,56.14,62.43,"2210003","Abr"
"SAO JOAO DO PIAUI - PI","SAO JOAO DO PIAUI "," PI",-8.365,-42.25027777,3,70.93,65.2,73.56,"2210003","Mar"
"SAO JOAO DO PIAUI - PI","SAO JOAO DO PIAUI "," PI",-8.365,-42.25027777,2,73.29,67.2,76.25,"2210003","Fev"
"SAO JOAO DO PIAUI - PI","SAO JOAO DO PIAUI "," PI",-8.365,-42.25027777,1,66.27,61.44,69.66,"2210003","Jan"
"SAO LUIS - MA","SAO LUIS "," MA",-2.52666666,-44.21361111,12,93.27,87.08,96.1,"2111300","Dez"
"SAO LUIS - MA","SAO LUIS "," MA",-2.52666666,-44.21361111,11,66.62,62.86,69.12,"2111300","Nov"
"SAO LUIS - MA","SAO LUIS "," MA",-2.52666666,-44.21361111,10,47.2,44.47,48.72,"2111300","Out"
"SAO LUIS - MA","SAO LUIS "," MA",-2.52666666,-44.21361111,9,35.62,33.3,37.1,"2111300","Set"
"SAO LUIS - MA","SAO LUIS "," MA",-2.52666666,-44.21361111,8,33.97,31.58,37.05,"2111300","Ago"
"SAO LUIS - MA","SAO LUIS "," MA",-2.52666666,-44.21361111,7,46.04,41.57,50.21,"2111300","Jul"
"SAO LUIS - MA","SAO LUIS "," MA",-2.52666666,-44.21361111,6,69.9,63.28,75.09,"2111300","Jun"
"SAO LUIS - MA","SAO LUIS "," MA",-2.52666666,-44.21361111,5,99.43,91.29,105.98,"2111300","Mai"
"SAO LUIS - MA","SAO LUIS "," MA",-2.52666666,-44.21361111,4,126.01,116.64,133.19,"2111300","Abr"
"SAO LUIS - MA","SAO LUIS "," MA",-2.52666666,-44.21361111,3,140.83,131.06,148.26,"2111300","Mar"
"SAO LUIS - MA","SAO LUIS "," MA",-2.52666666,-44.21361111,2,139.31,129.68,145.13,"2111300","Fev"
"SAO LUIS - MA","SAO LUIS "," MA",-2.52666666,-44.21361111,1,120.86,112.59,125.07,"2111300","Jan"
"SERRINHA - BA","SERRINHA "," BA",-11.66805554,-39.00194444,12,45.79,41.1,50.11,"2930501","Dez"
"SERRINHA - BA","SERRINHA "," BA",-11.66805554,-39.00194444,11,41.13,36.82,44.18,"2930501","Nov"
"SERRINHA - BA","SERRINHA "," BA",-11.66805554,-39.00194444,10,36.26,32.97,39.33,"2930501","Out"
"SERRINHA - BA","SERRINHA "," BA",-11.66805554,-39.00194444,9,32.71,30.83,36.56,"2930501","Set"
"SERRINHA - BA","SERRINHA "," BA",-11.66805554,-39.00194444,8,31.14,29.22,35.22,"2930501","Ago"
"SERRINHA - BA","SERRINHA "," BA",-11.66805554,-39.00194444,7,30.72,29.11,35.5,"2930501","Jul"
"SERRINHA - BA","SERRINHA "," BA",-11.66805554,-39.00194444,6,32.71,31.12,38.12,"2930501","Jun"
"SERRINHA - BA","SERRINHA "," BA",-11.66805554,-39.00194444,5,36.9,34.53,42.18,"2930501","Mai"
"SERRINHA - BA","SERRINHA "," BA",-11.66805554,-39.00194444,4,42.3,39.03,47.08,"2930501","Abr"
"SERRINHA - BA","SERRINHA "," BA",-11.66805554,-39.00194444,3,46.9,43.21,51.22,"2930501","Mar"
"SERRINHA - BA","SERRINHA "," BA",-11.66805554,-39.00194444,2,48.99,45.02,54.08,"2930501","Fev"
"SERRINHA - BA","SERRINHA "," BA",-11.66805554,-39.00194444,1,48.56,44.3,54.12,"2930501","Jan"
"SOUSA - PB","SOUSA "," PB",-6.83583333,-38.31166666,12,42.54,37.83,45.95,"2516201","Dez"
"SOUSA - PB","SOUSA "," PB",-6.83583333,-38.31166666,11,29.42,24.9,32.41,"2516201","Nov"
"SOUSA - PB","SOUSA "," PB",-6.83583333,-38.31166666,10,26.64,22.05,29.39,"2516201","Out"
"SOUSA - PB","SOUSA "," PB",-6.83583333,-38.31166666,9,33.08,28.56,36.41,"2516201","Set"
"SOUSA - PB","SOUSA "," PB",-6.83583333,-38.31166666,8,45.65,39.87,49.64,"2516201","Ago"
"SOUSA - PB","SOUSA "," PB",-6.83583333,-38.31166666,7,61.8,55.28,66.39,"2516201","Jul"
"SOUSA - PB","SOUSA "," PB",-6.83583333,-38.31166666,6,79.72,73,85.34,"2516201","Jun"
"SOUSA - PB","SOUSA "," PB",-6.83583333,-38.31166666,5,95.13,88.62,101.84,"2516201","Mai"
"SOUSA - PB","SOUSA "," PB",-6.83583333,-38.31166666,4,102.89,96.32,109.7,"2516201","Abr"
"SOUSA - PB","SOUSA "," PB",-6.83583333,-38.31166666,3,98.48,92.42,104.7,"2516201","Mar"
"SOUSA - PB","SOUSA "," PB",-6.83583333,-38.31166666,2,83.01,78.12,88.11,"2516201","Fev"
"SOUSA - PB","SOUSA "," PB",-6.83583333,-38.31166666,1,62.35,56.97,66.83,"2516201","Jan"
"SURUBIM - PE","SURUBIM "," PE",-7.839628,-35.801056,12,22.91,21.26,24.12,"2614501","Dez"
"SURUBIM - PE","SURUBIM "," PE",-7.839628,-35.801056,11,20.14,18.52,21.81,"2614501","Nov"
"SURUBIM - PE","SURUBIM "," PE",-7.839628,-35.801056,10,20.79,19.45,22.7,"2614501","Out"
"SURUBIM - PE","SURUBIM "," PE",-7.839628,-35.801056,9,24.89,23.83,26.43,"2614501","Set"
"SURUBIM - PE","SURUBIM "," PE",-7.839628,-35.801056,8,31.19,29.79,31.89,"2614501","Ago"
"SURUBIM - PE","SURUBIM "," PE",-7.839628,-35.801056,7,37.44,35.39,38.74,"2614501","Jul"
"SURUBIM - PE","SURUBIM "," PE",-7.839628,-35.801056,6,42.08,39.77,44.15,"2614501","Jun"
"SURUBIM - PE","SURUBIM "," PE",-7.839628,-35.801056,5,44.32,41.15,46.38,"2614501","Mai"
"SURUBIM - PE","SURUBIM "," PE",-7.839628,-35.801056,4,43.33,40.09,45.23,"2614501","Abr"
"SURUBIM - PE","SURUBIM "," PE",-7.839628,-35.801056,3,39.7,36.93,41.12,"2614501","Mar"
"SURUBIM - PE","SURUBIM "," PE",-7.839628,-35.801056,2,33.78,32.12,34.94,"2614501","Fev"
"SURUBIM - PE","SURUBIM "," PE",-7.839628,-35.801056,1,27.72,26.47,29.04,"2614501","Jan"
"TAUA - CE","TAUA "," CE",-6.00638888,-40.29972221,12,50.14,44.67,54.26,"2313302","Dez"
"TAUA - CE","TAUA "," CE",-6.00638888,-40.29972221,11,37.92,34.54,40.73,"2313302","Nov"
"TAUA - CE","TAUA "," CE",-6.00638888,-40.29972221,10,27.21,25.36,29.29,"2313302","Out"
"TAUA - CE","TAUA "," CE",-6.00638888,-40.29972221,9,19.05,17.99,20.62,"2313302","Set"
"TAUA - CE","TAUA "," CE",-6.00638888,-40.29972221,8,13.78,12.38,14.67,"2313302","Ago"
"TAUA - CE","TAUA "," CE",-6.00638888,-40.29972221,7,13.18,11.37,14.3,"2313302","Jul"
"TAUA - CE","TAUA "," CE",-6.00638888,-40.29972221,6,18.74,17.22,20.26,"2313302","Jun"
"TAUA - CE","TAUA "," CE",-6.00638888,-40.29972221,5,29.88,27.86,32.48,"2313302","Mai"
"TAUA - CE","TAUA "," CE",-6.00638888,-40.29972221,4,43.13,40.38,47.09,"2313302","Abr"
"TAUA - CE","TAUA "," CE",-6.00638888,-40.29972221,3,55.41,50.22,59.41,"2313302","Mar"
"TAUA - CE","TAUA "," CE",-6.00638888,-40.29972221,2,61.19,54.84,66,"2313302","Fev"
"TAUA - CE","TAUA "," CE",-6.00638888,-40.29972221,1,59.34,52.57,63.97,"2313302","Jan"
"TERESINA - PI","TERESINA "," PI",-5.03472221,-42.80138888,12,93.53,88.67,103.99,"2211001","Dez"
"TERESINA - PI","TERESINA "," PI",-5.03472221,-42.80138888,11,72.53,69.03,80.22,"2211001","Nov"
"TERESINA - PI","TERESINA "," PI",-5.03472221,-42.80138888,10,52.84,50.3,57.06,"2211001","Out"
"TERESINA - PI","TERESINA "," PI",-5.03472221,-42.80138888,9,36.89,35.28,39.57,"2211001","Set"
"TERESINA - PI","TERESINA "," PI",-5.03472221,-42.80138888,8,25.36,23.67,27.22,"2211001","Ago"
"TERESINA - PI","TERESINA "," PI",-5.03472221,-42.80138888,7,21.69,19.09,23.99,"2211001","Jul"
"TERESINA - PI","TERESINA "," PI",-5.03472221,-42.80138888,6,29.54,26,32.67,"2211001","Jun"
"TERESINA - PI","TERESINA "," PI",-5.03472221,-42.80138888,5,47.95,44.07,51.82,"2211001","Mai"
"TERESINA - PI","TERESINA "," PI",-5.03472221,-42.80138888,4,72.32,66.85,77.17,"2211001","Abr"
"TERESINA - PI","TERESINA "," PI",-5.03472221,-42.80138888,3,95.2,87.36,102.43,"2211001","Mar"
"TERESINA - PI","TERESINA "," PI",-5.03472221,-42.80138888,2,108.82,100.45,118.72,"2211001","Fev"
"TERESINA - PI","TERESINA "," PI",-5.03472221,-42.80138888,1,108.16,100.84,119.12,"2211001","Jan"
"TURIACU - MA","TURIACU "," MA",-1.66138888,-45.37194443,12,45.78,42.49,49.71,"2112407","Dez"
"TURIACU - MA","TURIACU "," MA",-1.66138888,-45.37194443,11,30.04,26.14,33.86,"2112407","Nov"
"TURIACU - MA","TURIACU "," MA",-1.66138888,-45.37194443,10,25.53,21.8,28.68,"2112407","Out"
"TURIACU - MA","TURIACU "," MA",-1.66138888,-45.37194443,9,33.07,30.43,35.99,"2112407","Set"
"TURIACU - MA","TURIACU "," MA",-1.66138888,-45.37194443,8,49.97,47.52,53.27,"2112407","Ago"
"TURIACU - MA","TURIACU "," MA",-1.66138888,-45.37194443,7,72.28,67.91,76.59,"2112407","Jul"
"TURIACU - MA","TURIACU "," MA",-1.66138888,-45.37194443,6,94.53,88.11,99.79,"2112407","Jun"
"TURIACU - MA","TURIACU "," MA",-1.66138888,-45.37194443,5,111.4,103.15,116.83,"2112407","Mai"
"TURIACU - MA","TURIACU "," MA",-1.66138888,-45.37194443,4,117.66,108.9,123.3,"2112407","Abr"
"TURIACU - MA","TURIACU "," MA",-1.66138888,-45.37194443,3,110.87,103.17,117.29,"2112407","Mar"
"TURIACU - MA","TURIACU "," MA",-1.66138888,-45.37194443,2,92.89,87.4,99.32,"2112407","Fev"
"TURIACU - MA","TURIACU "," MA",-1.66138888,-45.37194443,1,68.83,64.56,74.45,"2112407","Jan"
"VITORIA DA CONQUISTA - BA","VITORIA DA CONQUISTA "," BA",-14.88638888,-40.80138888,12,63.64,58.23,68.65,"2933307","Dez"
"VITORIA DA CONQUISTA - BA","VITORIA DA CONQUISTA "," BA",-14.88638888,-40.80138888,11,52.11,47.36,56.78,"2933307","Nov"
"VITORIA DA CONQUISTA - BA","VITORIA DA CONQUISTA "," BA",-14.88638888,-40.80138888,10,38.52,35.06,42.07,"2933307","Out"
"VITORIA DA CONQUISTA - BA","VITORIA DA CONQUISTA "," BA",-14.88638888,-40.80138888,9,26.95,24.8,29.54,"2933307","Set"
"VITORIA DA CONQUISTA - BA","VITORIA DA CONQUISTA "," BA",-14.88638888,-40.80138888,8,20.48,18.69,22.37,"2933307","Ago"
"VITORIA DA CONQUISTA - BA","VITORIA DA CONQUISTA "," BA",-14.88638888,-40.80138888,7,20.53,19.18,21.99,"2933307","Jul"
"VITORIA DA CONQUISTA - BA","VITORIA DA CONQUISTA "," BA",-14.88638888,-40.80138888,6,25.73,24.6,26.65,"2933307","Jun"
"VITORIA DA CONQUISTA - BA","VITORIA DA CONQUISTA "," BA",-14.88638888,-40.80138888,5,34.05,33,35.33,"2933307","Mai"
"VITORIA DA CONQUISTA - BA","VITORIA DA CONQUISTA "," BA",-14.88638888,-40.80138888,4,44.97,42.84,47.31,"2933307","Abr"
"VITORIA DA CONQUISTA - BA","VITORIA DA CONQUISTA "," BA",-14.88638888,-40.80138888,3,57.24,54.05,60.86,"2933307","Mar"
"VITORIA DA CONQUISTA - BA","VITORIA DA CONQUISTA "," BA",-14.88638888,-40.80138888,2,66.66,62.32,71.2,"2933307","Fev"
"VITORIA DA CONQUISTA - BA","VITORIA DA CONQUISTA "," BA",-14.88638888,-40.80138888,1,69.17,64.01,74.07,"2933307","Jan"
"ZE DOCA - MA","ZE DOCA "," MA",-3.269212,-45.651007,12,57.3,54,62.6,"2114007","Dez"
"ZE DOCA - MA","ZE DOCA "," MA",-3.269212,-45.651007,11,40.01,36.84,44.04,"2114007","Nov"
"ZE DOCA - MA","ZE DOCA "," MA",-3.269212,-45.651007,10,32.87,30.46,36.49,"2114007","Out"
"ZE DOCA - MA","ZE DOCA "," MA",-3.269212,-45.651007,9,36.61,33.57,40.19,"2114007","Set"
"ZE DOCA - MA","ZE DOCA "," MA",-3.269212,-45.651007,8,48.84,44.52,51.19,"2114007","Ago"
"ZE DOCA - MA","ZE DOCA "," MA",-3.269212,-45.651007,7,66.13,62.05,68.16,"2114007","Jul"
"ZE DOCA - MA","ZE DOCA "," MA",-3.269212,-45.651007,6,86.55,83.1,89.42,"2114007","Jun"
"ZE DOCA - MA","ZE DOCA "," MA",-3.269212,-45.651007,5,106.54,102.58,110.14,"2114007","Mai"
"ZE DOCA - MA","ZE DOCA "," MA",-3.269212,-45.651007,4,118.35,113.67,122.97,"2114007","Abr"
"ZE DOCA - MA","ZE DOCA "," MA",-3.269212,-45.651007,3,117.1,112,122.6,"2114007","Mar"
"ZE DOCA - MA","ZE DOCA "," MA",-3.269212,-45.651007,2,103.18,98.05,109.15,"2114007","Fev"
"ZE DOCA - MA","ZE DOCA "," MA",-3.269212,-45.651007,1,80.65,76.28,87.06,"2114007","Jan"
